id_recomendacion,id_solicitud,id_trabajador,score_relevancia,distancia_km,motivo_top,precio_estimado,precio_propuesto,explicacion,es_asignado
1,31,10,0.26,0.2,calificacion,278930,317178,Recomendado por calificacion; exp 5 años; distancia 0.2 km; rating 3.67,False
451,154,150,0.752,3.54,tarifa,134051,120139,Recomendado por tarifa; exp 11 años; distancia 3.54 km; rating 3.81,False
452,96,8,0.153,2.47,tarifa,291966,336609,Recomendado por tarifa; exp 11 años; distancia 2.47 km; rating 4.09,False
453,38,97,0.62,5.34,calificacion,150516,100663,Recomendado por calificacion; exp 5 años; distancia 5.34 km; rating 4.2,False
454,37,22,0.239,6.51,tarifa,73907,50515,Recomendado por tarifa; exp 0 años; distancia 6.51 km; rating 4.21,False
455,120,88,0.449,4.65,cercania,285022,231477,Recomendado por cercania; exp 6 años; distancia 4.65 km; rating 4.72,False
456,38,210,0.449,2.41,calificacion,150516,137115,Recomendado por calificacion; exp 0 años; distancia 2.41 km; rating 4.69,False
457,99,209,0.357,3.56,tarifa,159316,147752,Recomendado por tarifa; exp 8 años; distancia 3.56 km; rating 4.22,True
458,123,15,0.775,2.21,experiencia,176609,199765,Recomendado por experiencia; exp 5 años; distancia 2.21 km; rating 4.04,True
459,26,82,0.211,2.91,experiencia,299500,203405,Recomendado por experiencia; exp 0 años; distancia 2.91 km; rating 4.27,False
460,96,8,0.535,1.29,calificacion,291966,312948,Recomendado por calificacion; exp 11 años; distancia 1.29 km; rating 4.09,False
461,73,129,0.218,5.29,tarifa,145931,159772,Recomendado por tarifa; exp 1 años; distancia 5.29 km; rating 4.63,False
462,111,181,0.623,6.39,cercania,134051,147172,Recomendado por cercania; exp 1 años; distancia 6.39 km; rating 4.81,False
463,40,215,0.426,0.88,calificacion,542500,680871,Recomendado por calificacion; exp 10 años; distancia 0.88 km; rating 4.4,True
464,51,37,0.348,1.81,cercania,76825,66486,Recomendado por cercania; exp 7 años; distancia 1.81 km; rating 5,False
465,35,34,0.725,1.86,experiencia,154438,166868,Recomendado por experiencia; exp 4 años; distancia 1.86 km; rating 4.62,False
466,146,74,0.868,4.37,experiencia,253654,251032,Recomendado por experiencia; exp 5 años; distancia 4.37 km; rating 4.82,False
467,68,151,0.813,3.32,experiencia,111371,92316,Recomendado por experiencia; exp 1 años; distancia 3.32 km; rating 4.4,False
468,127,24,0.77,4.94,calificacion,145931,165423,Recomendado por calificacion; exp 9 años; distancia 4.94 km; rating 4.61,False
469,67,203,0.722,0.91,calificacion,187686,152280,Recomendado por calificacion; exp 8 años; distancia 0.91 km; rating 4.81,False
470,84,197,0.581,4.69,calificacion,125865,165358,Recomendado por calificacion; exp 2 años; distancia 4.69 km; rating 3.75,False
471,63,85,0.305,3.85,calificacion,147350,111280,Recomendado por calificacion; exp 15 años; distancia 3.85 km; rating 3.87,False
472,104,11,0.691,4.61,cercania,178304,167135,Recomendado por cercania; exp 2 años; distancia 4.61 km; rating 3.81,False
473,143,65,0.864,3.79,tarifa,338776,289422,Recomendado por tarifa; exp 6 años; distancia 3.79 km; rating 4.86,False
474,26,191,0.39,0.94,calificacion,299500,296664,Recomendado por calificacion; exp 10 años; distancia 0.94 km; rating 4.27,False
475,63,74,0.604,0.49,calificacion,147350,84686,Recomendado por calificacion; exp 5 años; distancia 0.49 km; rating 4.82,False
476,15,139,0.395,1.23,cercania,125261,143826,Recomendado por cercania; exp 4 años; distancia 1.23 km; rating 4.1,False
477,95,40,0.811,2.18,tarifa,139325,176899,Recomendado por tarifa; exp 12 años; distancia 2.18 km; rating 3.84,False
478,104,85,0.538,3.96,experiencia,178304,148600,Recomendado por experiencia; exp 15 años; distancia 3.96 km; rating 3.87,False
479,154,129,0.189,0.26,cercania,134051,97682,Recomendado por cercania; exp 1 años; distancia 0.26 km; rating 4.63,False
480,3,46,0.15,0.74,experiencia,338776,314016,Recomendado por experiencia; exp 1 años; distancia 0.74 km; rating 4.04,False
481,1,176,0.879,3.47,calificacion,164500,184273,Recomendado por calificacion; exp 7 años; distancia 3.47 km; rating 4.68,False
482,180,128,0.224,2.57,calificacion,171848,155959,Recomendado por calificacion; exp 7 años; distancia 2.57 km; rating 3.64,False
483,10,187,0.19,3.49,experiencia,83188,86108,Recomendado por experiencia; exp 6 años; distancia 3.49 km; rating 4.68,False
484,101,163,0.544,5.09,cercania,343484,415532,Recomendado por cercania; exp 12 años; distancia 5.09 km; rating 4.32,False
485,73,25,0.249,5.51,cercania,145931,165694,Recomendado por cercania; exp 2 años; distancia 5.51 km; rating 3.91,False
486,58,83,0.514,6.83,tarifa,149825,164466,Recomendado por tarifa; exp 5 años; distancia 6.83 km; rating 4.17,False
487,92,194,0.719,1.99,tarifa,170973,229336,Recomendado por tarifa; exp 3 años; distancia 1.99 km; rating 4.36,False
488,61,90,0.513,2.31,experiencia,159316,135633,Recomendado por experiencia; exp 2 años; distancia 2.31 km; rating 4.76,True
489,16,208,0.818,3.8,experiencia,154876,139412,Recomendado por experiencia; exp 7 años; distancia 3.8 km; rating 3.91,True
490,19,120,0.617,3.39,tarifa,170973,106293,Recomendado por tarifa; exp 8 años; distancia 3.39 km; rating 4.91,False
491,32,213,0.493,0.2,calificacion,178304,94388,Recomendado por calificacion; exp 0 años; distancia 0.2 km; rating 4.51,False
492,54,109,0.366,1.94,calificacion,92894,74521,Recomendado por calificacion; exp 4 años; distancia 1.94 km; rating 3.68,True
493,9,215,0.285,3.92,tarifa,289732,245691,Recomendado por tarifa; exp 10 años; distancia 3.92 km; rating 4.4,False
494,102,95,0.627,0.5,tarifa,83188,95097,Recomendado por tarifa; exp 11 años; distancia 0.5 km; rating 4.38,False
495,146,218,0.195,4.63,calificacion,253654,370698,Recomendado por calificacion; exp 5 años; distancia 4.63 km; rating 3.74,False
496,125,106,0.274,5.48,tarifa,125865,178281,Recomendado por tarifa; exp 8 años; distancia 5.48 km; rating 4.38,False
497,52,93,0.581,0.2,calificacion,165807,200918,Recomendado por calificacion; exp 3 años; distancia 0.2 km; rating 4.91,False
498,96,112,0.578,5.3,experiencia,291966,293407,Recomendado por experiencia; exp 10 años; distancia 5.3 km; rating 3.0,False
499,86,189,0.491,2.71,experiencia,164276,204714,Recomendado por experiencia; exp 5 años; distancia 2.71 km; rating 3.74,False
500,11,102,0.355,5.61,tarifa,105115,97265,Recomendado por tarifa; exp 7 años; distancia 5.61 km; rating 5,True
501,86,9,0.671,0.65,tarifa,164276,195993,Recomendado por tarifa; exp 12 años; distancia 0.65 km; rating 4.47,False
502,107,102,0.321,5.35,calificacion,93442,76996,Recomendado por calificacion; exp 7 años; distancia 5.35 km; rating 5,False
503,58,140,0.757,2.61,experiencia,149825,228433,Recomendado por experiencia; exp 5 años; distancia 2.61 km; rating 4.28,False
504,149,79,0.325,2.85,experiencia,149825,151955,Recomendado por experiencia; exp 6 años; distancia 2.85 km; rating 4.24,False
505,116,48,0.835,1.31,calificacion,278930,323517,Recomendado por calificacion; exp 0 años; distancia 1.31 km; rating 4.81,False
506,140,99,0.491,7.01,calificacion,74315,78151,Recomendado por calificacion; exp 8 años; distancia 7.01 km; rating 3.35,False
507,170,17,0.483,0.37,calificacion,154752,155829,Recomendado por calificacion; exp 7 años; distancia 0.37 km; rating 4.47,False
508,61,129,0.532,1.34,experiencia,159316,146072,Recomendado por experiencia; exp 1 años; distancia 1.34 km; rating 4.63,True
509,110,19,0.497,2.29,cercania,293353,341805,Recomendado por cercania; exp 9 años; distancia 2.29 km; rating 4.4,True
510,67,72,0.386,1.36,tarifa,187686,129154,Recomendado por tarifa; exp 9 años; distancia 1.36 km; rating 3.93,False
511,42,75,0.233,6.79,cercania,125999,168006,Recomendado por cercania; exp 4 años; distancia 6.79 km; rating 3.75,True
512,40,26,0.276,3.1,calificacion,542500,533666,Recomendado por calificacion; exp 4 años; distancia 3.1 km; rating 3.52,False
513,30,181,0.763,1.77,tarifa,116445,145686,Recomendado por tarifa; exp 1 años; distancia 1.77 km; rating 4.81,False
514,124,80,0.267,3.42,experiencia,154438,119097,Recomendado por experiencia; exp 8 años; distancia 3.42 km; rating 4.81,False
515,49,116,0.653,6.02,cercania,268451,231867,Recomendado por cercania; exp 7 años; distancia 6.02 km; rating 3.45,False
516,42,18,0.618,1.67,experiencia,125999,158044,Recomendado por experiencia; exp 7 años; distancia 1.67 km; rating 4.32,False
517,162,110,0.669,6.85,tarifa,135771,148150,Recomendado por tarifa; exp 11 años; distancia 6.85 km; rating 4.99,True
518,132,130,0.635,3.3,cercania,542500,628131,Recomendado por cercania; exp 9 años; distancia 3.3 km; rating 4.6,False
519,59,164,0.375,0.93,calificacion,149825,135184,Recomendado por calificacion; exp 4 años; distancia 0.93 km; rating 4.77,False
520,11,10,0.367,2.83,calificacion,105115,105776,Recomendado por calificacion; exp 5 años; distancia 2.83 km; rating 3.67,False
521,107,190,0.664,5.76,cercania,93442,40801,Recomendado por cercania; exp 10 años; distancia 5.76 km; rating 3.92,True
522,25,183,0.458,0.38,tarifa,343484,324668,Recomendado por tarifa; exp 3 años; distancia 0.38 km; rating 3.65,False
523,142,177,0.738,3.07,calificacion,289732,253244,Recomendado por calificacion; exp 8 años; distancia 3.07 km; rating 4.28,False
524,138,204,0.29,2.5,calificacion,184088,189930,Recomendado por calificacion; exp 5 años; distancia 2.5 km; rating 5,False
525,36,107,0.273,6.05,tarifa,155752,25000,Recomendado por tarifa; exp 6 años; distancia 6.05 km; rating 4.22,False
526,136,86,0.267,4.53,cercania,79204,86934,Recomendado por cercania; exp 1 años; distancia 4.53 km; rating 3.41,True
527,73,105,0.284,3.35,cercania,145931,160722,Recomendado por cercania; exp 2 años; distancia 3.35 km; rating 4.61,False
528,25,74,0.296,3.2,experiencia,343484,268790,Recomendado por experiencia; exp 5 años; distancia 3.2 km; rating 4.82,False
529,21,84,0.664,4.65,cercania,155752,165962,Recomendado por cercania; exp 14 años; distancia 4.65 km; rating 4.39,False
530,141,213,0.318,0.29,calificacion,178477,146553,Recomendado por calificacion; exp 0 años; distancia 0.29 km; rating 4.51,True
531,104,173,0.737,4.57,cercania,178304,162066,Recomendado por cercania; exp 10 años; distancia 4.57 km; rating 4.25,False
532,69,36,0.783,3.58,cercania,163243,177010,Recomendado por cercania; exp 7 años; distancia 3.58 km; rating 3.86,True
533,123,11,0.458,1.14,calificacion,176609,184641,Recomendado por calificacion; exp 2 años; distancia 1.14 km; rating 3.81,True
534,144,86,0.525,4.06,cercania,187686,201726,Recomendado por cercania; exp 1 años; distancia 4.06 km; rating 3.41,False
535,5,175,0.26,3.62,experiencia,81504,112855,Recomendado por experiencia; exp 3 años; distancia 3.62 km; rating 4.13,False
536,2,219,0.667,1.42,experiencia,164500,159772,Recomendado por experiencia; exp 5 años; distancia 1.42 km; rating 4.1,False
537,61,26,0.309,0.51,calificacion,159316,182777,Recomendado por calificacion; exp 4 años; distancia 0.51 km; rating 3.52,False
538,104,130,0.32,0.77,cercania,178304,209212,Recomendado por cercania; exp 9 años; distancia 0.77 km; rating 4.6,False
539,66,179,0.548,3.99,calificacion,154411,154584,Recomendado por calificacion; exp 12 años; distancia 3.99 km; rating 4.18,False
540,148,42,0.809,4.04,experiencia,184088,128354,Recomendado por experiencia; exp 9 años; distancia 4.04 km; rating 4.16,True
541,11,42,0.575,6.31,tarifa,105115,104608,Recomendado por tarifa; exp 9 años; distancia 6.31 km; rating 4.16,True
542,56,65,0.599,5.53,cercania,132382,121463,Recomendado por cercania; exp 6 años; distancia 5.53 km; rating 4.86,False
543,4,138,0.241,4.06,cercania,230794,255214,Recomendado por cercania; exp 12 años; distancia 4.06 km; rating 4.27,False
544,84,172,0.264,1.25,experiencia,125865,152142,Recomendado por experiencia; exp 0 años; distancia 1.25 km; rating 3.68,False
545,38,55,0.626,2.01,experiencia,150516,166088,Recomendado por experiencia; exp 3 años; distancia 2.01 km; rating 4.5,False
546,71,154,0.455,3.15,cercania,144562,145417,Recomendado por cercania; exp 7 años; distancia 3.15 km; rating 3.81,False
547,16,162,0.237,1.67,calificacion,154876,150902,Recomendado por calificacion; exp 5 años; distancia 1.67 km; rating 4.62,True
548,72,39,0.758,2.7,cercania,250499,255165,Recomendado por cercania; exp 11 años; distancia 2.7 km; rating 4.84,False
549,90,61,0.639,1.65,calificacion,287808,225930,Recomendado por calificacion; exp 11 años; distancia 1.65 km; rating 4.59,False
550,100,49,0.731,3.75,cercania,285022,327571,Recomendado por cercania; exp 8 años; distancia 3.75 km; rating 3.63,False
551,166,113,0.478,1.39,experiencia,293353,436080,Recomendado por experiencia; exp 4 años; distancia 1.39 km; rating 3.88,True
552,95,193,0.705,2.97,calificacion,139325,155208,Recomendado por calificacion; exp 5 años; distancia 2.97 km; rating 3.4,False
553,6,12,0.209,0.79,calificacion,184088,144902,Recomendado por calificacion; exp 4 años; distancia 0.79 km; rating 3.45,False
554,63,220,0.829,4.61,experiencia,147350,109461,Recomendado por experiencia; exp 9 años; distancia 4.61 km; rating 5,False
555,136,2,0.614,3.24,tarifa,79204,82375,Recomendado por tarifa; exp 5 años; distancia 3.24 km; rating 3.17,False
556,1,176,0.409,3.33,tarifa,164500,182974,Recomendado por tarifa; exp 7 años; distancia 3.33 km; rating 4.68,False
557,70,133,0.716,3.63,calificacion,250499,310825,Recomendado por calificacion; exp 7 años; distancia 3.63 km; rating 3.94,True
558,121,155,0.136,3.5,calificacion,105115,123699,Recomendado por calificacion; exp 3 años; distancia 3.5 km; rating 3.61,False
559,62,190,0.792,2.28,cercania,86347,99777,Recomendado por cercania; exp 10 años; distancia 2.28 km; rating 3.92,False
560,27,130,0.77,4.15,experiencia,178477,158789,Recomendado por experiencia; exp 9 años; distancia 4.15 km; rating 4.6,False
561,137,163,0.777,5.71,tarifa,139129,162290,Recomendado por tarifa; exp 12 años; distancia 5.71 km; rating 4.32,False
562,57,36,0.313,3.18,tarifa,145931,162076,Recomendado por tarifa; exp 7 años; distancia 3.18 km; rating 3.86,True
563,72,142,0.185,1.14,calificacion,250499,214315,Recomendado por calificacion; exp 3 años; distancia 1.14 km; rating 3.3,False
564,157,13,0.575,4.26,experiencia,178477,197251,Recomendado por experiencia; exp 1 años; distancia 4.26 km; rating 4.55,True
565,177,43,0.608,0.2,cercania,93442,84716,Recomendado por cercania; exp 7 años; distancia 0.2 km; rating 4.68,False
566,126,81,0.184,4.18,experiencia,188576,94072,Recomendado por experiencia; exp 5 años; distancia 4.18 km; rating 3.99,False
567,72,1,0.366,1.34,tarifa,250499,276153,Recomendado por tarifa; exp 2 años; distancia 1.34 km; rating 4.2,False
568,43,30,0.517,2.61,calificacion,236500,70765,Recomendado por calificacion; exp 7 años; distancia 2.61 km; rating 3.73,False
569,41,85,0.269,2.74,experiencia,112078,66719,Recomendado por experiencia; exp 15 años; distancia 2.74 km; rating 3.87,False
570,76,111,0.545,5.03,cercania,277058,305479,Recomendado por cercania; exp 9 años; distancia 5.03 km; rating 4.29,True
571,53,123,0.329,0.2,tarifa,166996,105376,Recomendado por tarifa; exp 6 años; distancia 0.2 km; rating 4.67,True
572,17,54,0.431,2.76,experiencia,111371,111936,Recomendado por experiencia; exp 10 años; distancia 2.76 km; rating 4.33,False
573,108,26,0.133,4.01,tarifa,293353,315171,Recomendado por tarifa; exp 4 años; distancia 4.01 km; rating 3.52,True
574,59,46,0.534,2.75,calificacion,149825,194990,Recomendado por calificacion; exp 1 años; distancia 2.75 km; rating 4.04,False
575,41,217,0.373,2.26,experiencia,112078,95557,Recomendado por experiencia; exp 4 años; distancia 2.26 km; rating 3.14,False
576,114,119,0.838,1.9,cercania,154411,202686,Recomendado por cercania; exp 9 años; distancia 1.9 km; rating 4.91,False
577,76,101,0.262,3.32,cercania,277058,200379,Recomendado por cercania; exp 12 años; distancia 3.32 km; rating 4.72,False
578,33,21,0.773,3.39,cercania,338776,469185,Recomendado por cercania; exp 7 años; distancia 3.39 km; rating 3.62,False
579,102,209,0.178,0.2,experiencia,83188,66674,Recomendado por experiencia; exp 8 años; distancia 0.2 km; rating 4.22,False
580,60,63,0.785,3.04,cercania,187686,202803,Recomendado por cercania; exp 7 años; distancia 3.04 km; rating 4.44,False
581,142,19,0.324,1.68,calificacion,289732,365955,Recomendado por calificacion; exp 9 años; distancia 1.68 km; rating 4.4,False
582,46,23,0.299,0.5,experiencia,94563,114773,Recomendado por experiencia; exp 6 años; distancia 0.5 km; rating 5,False
583,23,114,0.404,4.29,cercania,250499,304705,Recomendado por cercania; exp 9 años; distancia 4.29 km; rating 3.96,False
584,83,162,0.768,3.82,cercania,192509,225779,Recomendado por cercania; exp 5 años; distancia 3.82 km; rating 4.62,True
585,3,8,0.747,3.49,cercania,338776,210632,Recomendado por cercania; exp 11 años; distancia 3.49 km; rating 4.09,True
586,43,50,0.82,4.13,cercania,236500,255568,Recomendado por cercania; exp 11 años; distancia 4.13 km; rating 4.46,False
587,138,154,0.586,0.57,cercania,184088,242591,Recomendado por cercania; exp 7 años; distancia 0.57 km; rating 3.81,False
588,91,129,0.819,2.28,calificacion,134051,145471,Recomendado por calificacion; exp 1 años; distancia 2.28 km; rating 4.63,False
589,67,72,0.47,6.15,tarifa,187686,231426,Recomendado por tarifa; exp 9 años; distancia 6.15 km; rating 3.93,False
590,134,25,0.28,5.18,cercania,343484,473395,Recomendado por cercania; exp 2 años; distancia 5.18 km; rating 3.91,False
591,121,10,0.1,0.76,cercania,105115,103791,Recomendado por cercania; exp 5 años; distancia 0.76 km; rating 3.67,True
592,67,86,0.103,0.95,calificacion,187686,234031,Recomendado por calificacion; exp 1 años; distancia 0.95 km; rating 3.41,False
593,104,76,0.192,1.65,calificacion,178304,165698,Recomendado por calificacion; exp 7 años; distancia 1.65 km; rating 3.73,False
594,83,144,0.735,1.99,tarifa,192509,153497,Recomendado por tarifa; exp 2 años; distancia 1.99 km; rating 4.5,False
595,142,172,0.344,5.18,experiencia,289732,309713,Recomendado por experiencia; exp 0 años; distancia 5.18 km; rating 3.68,False
596,158,116,0.751,1.19,experiencia,285022,301609,Recomendado por experiencia; exp 7 años; distancia 1.19 km; rating 3.45,True
597,16,108,0.711,4.47,calificacion,154876,70723,Recomendado por calificacion; exp 7 años; distancia 4.47 km; rating 3.99,False
598,32,210,0.139,0.69,calificacion,178304,159511,Recomendado por calificacion; exp 0 años; distancia 0.69 km; rating 4.69,False
599,165,93,0.774,0.83,experiencia,144725,132677,Recomendado por experiencia; exp 3 años; distancia 0.83 km; rating 4.91,False
600,97,101,0.373,2.28,experiencia,299500,294673,Recomendado por experiencia; exp 12 años; distancia 2.28 km; rating 4.72,False
601,37,132,0.265,1.77,calificacion,73907,63393,Recomendado por calificacion; exp 10 años; distancia 1.77 km; rating 4.4,False
602,41,30,0.627,3.1,calificacion,112078,141284,Recomendado por calificacion; exp 7 años; distancia 3.1 km; rating 3.73,False
603,136,99,0.631,3.39,cercania,79204,95810,Recomendado por cercania; exp 8 años; distancia 3.39 km; rating 3.35,False
604,11,205,0.599,0.72,experiencia,105115,145459,Recomendado por experiencia; exp 6 años; distancia 0.72 km; rating 4.94,False
605,96,99,0.369,3.39,experiencia,291966,275978,Recomendado por experiencia; exp 8 años; distancia 3.39 km; rating 3.35,False
606,95,107,0.265,1.76,cercania,139325,133280,Recomendado por cercania; exp 6 años; distancia 1.76 km; rating 4.22,False
607,121,90,0.777,1.74,cercania,105115,148660,Recomendado por cercania; exp 2 años; distancia 1.74 km; rating 4.76,False
608,28,144,0.548,3.17,calificacion,154876,214656,Recomendado por calificacion; exp 2 años; distancia 3.17 km; rating 4.5,False
609,35,196,0.519,0.62,calificacion,154438,116368,Recomendado por calificacion; exp 10 años; distancia 0.62 km; rating 3.61,True
610,176,12,0.199,4.66,experiencia,166996,165499,Recomendado por experiencia; exp 4 años; distancia 4.66 km; rating 3.45,False
611,91,101,0.406,3.73,cercania,134051,111263,Recomendado por cercania; exp 12 años; distancia 3.73 km; rating 4.72,False
612,57,26,0.601,3.3,tarifa,145931,131050,Recomendado por tarifa; exp 4 años; distancia 3.3 km; rating 3.52,False
613,32,120,0.236,8.2,cercania,178304,214625,Recomendado por cercania; exp 8 años; distancia 8.2 km; rating 4.91,False
614,51,166,0.431,3.42,experiencia,76825,95971,Recomendado por experiencia; exp 5 años; distancia 3.42 km; rating 4.84,True
615,105,209,0.203,3.78,tarifa,125999,128728,Recomendado por tarifa; exp 8 años; distancia 3.78 km; rating 4.22,False
616,84,119,0.698,7.2,cercania,125865,170998,Recomendado por cercania; exp 9 años; distancia 7.2 km; rating 4.91,True
617,48,64,0.13,5.94,cercania,565792,126565,Recomendado por cercania; exp 12 años; distancia 5.94 km; rating 4.6,False
618,107,21,0.415,0.63,cercania,93442,79747,Recomendado por cercania; exp 7 años; distancia 0.63 km; rating 3.62,False
619,97,143,0.178,0.2,calificacion,299500,319718,Recomendado por calificacion; exp 9 años; distancia 0.2 km; rating 3.09,False
620,153,40,0.652,7.23,experiencia,82335,71255,Recomendado por experiencia; exp 12 años; distancia 7.23 km; rating 3.84,False
621,157,201,0.1,0.64,cercania,178477,255105,Recomendado por cercania; exp 0 años; distancia 0.64 km; rating 3.57,False
622,135,96,0.353,4.29,tarifa,112078,126798,Recomendado por tarifa; exp 3 años; distancia 4.29 km; rating 5,False
623,7,149,0.169,7.36,experiencia,79204,130917,Recomendado por experiencia; exp 5 años; distancia 7.36 km; rating 4.17,False
624,156,181,0.381,3.89,calificacion,144732,166214,Recomendado por calificacion; exp 1 años; distancia 3.89 km; rating 4.81,False
625,24,96,0.745,5.82,calificacion,77597,65506,Recomendado por calificacion; exp 3 años; distancia 5.82 km; rating 5,True
626,138,85,0.38,3.55,cercania,184088,179126,Recomendado por cercania; exp 15 años; distancia 3.55 km; rating 3.87,False
627,87,78,0.368,1.0,cercania,144542,146278,Recomendado por cercania; exp 5 años; distancia 1.0 km; rating 3.67,False
628,25,39,0.808,2.95,cercania,343484,252953,Recomendado por cercania; exp 11 años; distancia 2.95 km; rating 4.84,False
629,15,193,0.338,4.42,cercania,125261,105641,Recomendado por cercania; exp 5 años; distancia 4.42 km; rating 3.4,False
630,7,90,0.398,4.25,experiencia,79204,97187,Recomendado por experiencia; exp 2 años; distancia 4.25 km; rating 4.76,True
631,45,36,0.174,2.95,tarifa,169839,208570,Recomendado por tarifa; exp 7 años; distancia 2.95 km; rating 3.86,False
632,47,167,0.708,0.93,tarifa,134051,117156,Recomendado por tarifa; exp 5 años; distancia 0.93 km; rating 4.34,False
633,165,82,0.698,1.16,calificacion,144725,72980,Recomendado por calificacion; exp 0 años; distancia 1.16 km; rating 4.27,False
634,11,21,0.117,3.21,tarifa,105115,160999,Recomendado por tarifa; exp 7 años; distancia 3.21 km; rating 3.62,False
635,88,90,0.84,3.31,experiencia,76825,114988,Recomendado por experiencia; exp 2 años; distancia 3.31 km; rating 4.76,False
636,55,48,0.251,1.31,cercania,287229,208835,Recomendado por cercania; exp 0 años; distancia 1.31 km; rating 4.81,False
637,116,172,0.129,2.06,calificacion,278930,189632,Recomendado por calificacion; exp 0 años; distancia 2.06 km; rating 3.68,False
638,149,30,0.239,3.54,cercania,149825,120801,Recomendado por cercania; exp 7 años; distancia 3.54 km; rating 3.73,False
639,116,49,0.619,1.96,tarifa,278930,258048,Recomendado por tarifa; exp 8 años; distancia 1.96 km; rating 3.63,False
640,147,126,0.732,5.0,tarifa,192484,141056,Recomendado por tarifa; exp 4 años; distancia 5.0 km; rating 4.76,True
641,134,99,0.439,5.14,experiencia,343484,462292,Recomendado por experiencia; exp 8 años; distancia 5.14 km; rating 3.35,True
642,145,37,0.823,2.05,experiencia,125261,177049,Recomendado por experiencia; exp 7 años; distancia 2.05 km; rating 5,False
643,49,26,0.644,4.38,calificacion,268451,375675,Recomendado por calificacion; exp 4 años; distancia 4.38 km; rating 3.52,False
644,111,158,0.17,1.68,cercania,134051,100732,Recomendado por cercania; exp 3 años; distancia 1.68 km; rating 4.26,False
645,122,46,0.664,2.2,cercania,93036,99996,Recomendado por cercania; exp 1 años; distancia 2.2 km; rating 4.04,False
646,45,36,0.593,1.25,experiencia,169839,264460,Recomendado por experiencia; exp 7 años; distancia 1.25 km; rating 3.86,False
647,170,129,0.489,0.49,cercania,154752,87741,Recomendado por cercania; exp 1 años; distancia 0.49 km; rating 4.63,False
648,73,2,0.583,7.05,cercania,145931,90231,Recomendado por cercania; exp 5 años; distancia 7.05 km; rating 3.17,False
649,178,154,0.688,1.63,experiencia,154438,195370,Recomendado por experiencia; exp 7 años; distancia 1.63 km; rating 3.81,False
650,92,196,0.277,2.05,tarifa,170973,130130,Recomendado por tarifa; exp 10 años; distancia 2.05 km; rating 3.61,False
